arm,flores_code,idx,newly_flagged,base_hyp,arm_hyp,ref
E-q4-emb8,mya_Mymr,31,drift,ဂျူဂျာရက်များ၏ တည်ဆောက်ပုံသည် ၎င်းတို့ကို ပျံသန်းရာတွင် အသုံးမပြုဘဲ အပူချိန်ထိန်းညှိခြင်း သို့မဟုတ် ပြသခြင်းအတွက် အသုံးပြုခဲ့ကြောင်း ညွှန်ပြသည်။ သုတေသီများက ဤသည်မှာ လူငယ်ဒိုင်းနိုဆ,"The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of",ငှက်မွှေးပုံစံတည်ဆောက်ပုံအရ ၎င်းတို့ကို ပျံသန်းရာတွင်အသုံးမပြုသော်လည်း အပူချိန်ပုံမှန်အတိုင်းဖြစ်စေခြင်း သို့မဟုတ် ပြသမှုတို့အတွက် အတော်အသင့်ရှိပါသည်။ စူးစမ်းလေ့လာသူများကအကြံပြုထား
E-q4-emb8,mya_Mymr,41,drift,8.21n စံသည် 2.4 GHz နှင့် 5.0 GHz ကြိမ်နှုန်းနှစ်ခုလုံးတွင် အလုပ်လုပ်သည်။,The 80.21 standard operates on both the 2.4 GHz and 5.0 GHz frequencies.,၈၀၂.၁၁n စံနှုန်းသည် ၂.၄Ghz နှင့် ၅.၀Ghz ကြိမ်နှုန်း နှစ်မျိုးလုံးတွင် လုပ်ဆောင်ပါသည်။
E-q4-emb8,mya_Mymr,43,drift,8002.11n ၏ အရှိန်များသည် ၎င်း၏ ယခင်ဗားရှင်းများထက် အများဆုံး ၆၀၀ Mbit/s ရှိသော အများဆုံး သီအိုရီအရ ဖြတ်သန်းနိုင်မှုဖြင့် သိသိသာသာ မြန်ဆန်သည်။,The speeds of 80211.1n are substantially faster than that of its predecessors with a maximum theoretical throughput of 600 Mbit/s.,၈၀၂.၁၁n ၏ အမြန်နှုန်းများသည် သီအိုရီပိုင်းအရ စွမ်းဆောင်ရည် ၆၀၀Mbit/s ရှိသည့် ယခင်ပစ္စည်းများ၏ အမြန်နှုန်းများထက် ပို၍ သိသိသာသာမြန်ဆန်သည်။
E-q4-emb8,mya_Mymr,59,rep,သိန်းတစ်ဆယ်ကျော်လူဦးရေသည် ရောမမြို့သို့ သင်္ဂြိုဟ်ပွဲသို့ တက်ရောက်ရန် သွားခဲ့သည်။,လူပေါင်း လေးသန်းကျော်သည် ရောမသို့ သင်္ချိုင်းသို့ တက်ရောက်ရန် သွားခဲ့သည်။,လူဦးရေ လေးသန်းကျော်သည် အသုဘအခမ်းအနားကို တက်ရောက်ရန် ရောမသို့ သွားရောက်ခဲ့သည်။
E-q4-emb8,mya_Mymr,60,rep,ရှင်သန်နေသော လူဦးရေသည် များပြားလှသောကြောင့် St. Peter Square တွင် သင်္ဂြိုဟ်ပွဲသို့ လူတိုင်းဝင်ရောက်နိုင်ခြင်း မရှိခဲ့ပါ။,ဗြိတိသျှဗုဒ္ဓဘာသာကျောင်း၏ ဗဟိုဌာနချုပ်တွင် ဗြိတိသျှဗုဒ္ဓဘာသာကျောင်းနှင့် ဗြိတိသျှဗုဒ္ဓဘာသာကျောင်းတို့၏ ဗဟိုဌာနချုပ်တွင် ဗြိတိသျှဗုဒ္ဓဘာသာကျောင်းနှင့် ဗြိတိသျှဗုဒ္ဓဘာသာကျောင်းတို့၏ ,ရှိနေသောလူအရေအတွက်မှာ အလွန်များပြားသောကြောင့် St. Peter ရင်ပြင်ရှိ နာရေးသို့ လူတိုင်းရောက်ရှိနိုင်ရန်မှာ မဖြစ်နိုင်ခဲ့ပါ။
E-q4-emb8,mya_Mymr,78,rep,အမေရိကန်သမ္မတ ဂျိုးဘော့ဘ် က အဆိုပြုချက်ကို ကြိုဆိုခဲ့သည်။,အမေရိကန်သမ္မတ ဂျော့ခ်ျ ဒီ. ဘျူဆော့်က ကြေညာချက်ကို ကြိုဆိုခဲ့သည်။,အမေရိကန်ပြည်ထောင်စု သမ္မတ ဂျီရောဂျီဒဘလူဘက်ဟ် က ကြေညာချက်ကို ကြိုဆိုထောက်ခံသည်။
E-q4-emb8,mya_Mymr,80,drift,အက်တလစ်သဘာဝဘေးအန္တရာယ်ရာသီ၏ ဒသမအမည်ပေးထားသော မုန်တိုင်း၊ အလယ်ပိုင်းအပူပိုင်းမုန်တိုင်း ဂျေရီသည် ယနေ့ အက်တလစ်အော်ဂဲနစ်တွင် ဖြစ်ပေါ်ခဲ့သည်။,"Atlantik uragân sezoni 10. izo, Subtropikal uragân Jerry, atlantik urun da sortu da.",အတ္တလန္တိတ်သမုဒ္ဒရာ ဟာရီကိန်းမုန်တိုင်းရာသီ၏ ဆယ်ခုမြောက်ဖြစ်သော ဂျယ်ရီ ဟုအမည်ပေးထားသည့် အပူလျော့ပိုင်းမုန်တိုင်းသည် ယနေ့တွင် အတ္တလန္တိတ် သမုဒ္ဒရာအတွင်း၌ ဖြစ်ပေါ်လာခဲ့ပါသည်။
E-q4-emb8,mya_Mymr,83,drift,ကွတ်ရီနာမုန်တိုင်းအတွင်း ၂၀ ပေအထိ ရေလွှမ်းမိုးခဲ့သော ၉ ခုမြောက် ရပ်ကွက်သည် အနီးရှိ ရေမြောင်းများ ရေလွှမ်းမိုးမှုကြောင့် လက်ရှိတွင် ခါးအထိ ရေလွှမ်းမိုးနေပါသည်။,"The Ninth Ward, which saw flooding as high as 20 feet during Hurricane Katrina, is currently in waist- high water as the nearby levee was overtopped.",ဟာရီကိန်းမုန်တိုင်း ကရီန ဖြစ်နေစဉ်အတွင်း ပေ ၂၀ အထိမြင့်တက်လာသော ရေကြီးခြင်းကို တွေ့ခဲ့ရသည့်  Ninth Wardသည် လက်ရှိတွင် အနီးအနားရှိ ရေကာတာ၌ ရေများလွန်ကဲနေသောကြောင့် ခါးအထိမြင့်တက်လာသ
E-q4-emb8,mya_Mymr,89,drift,ဂလက်ဆီရဲ့ အမှောင်ဒြပ်ထုနဲ့ မီးခိုးရောင်လမ်း၏ အမှောင်ဒြပ်ထုကြားက လှိုင်းစီးအားတွေကြောင့် အဖွဲ့လိုက် ရှာဖွေနေတဲ့ အကျိုးသက်ရောက်မှုကို ဖြစ်စေလိမ့်မယ်။,ပါတီလုပ်ဆောင်နေသော အကျိုးသက်ရောက်မှုသည် ဂလက်ဆီရဲ့ အမှောင်အရာ (dark matter) နှင့် မီးမောင်းဂလက်ဆီ (Milky Way) ရဲ့ အမှောင်အရာ (dark matter) တို့ကြား ရေလှိုင်းအားများ (tidal forces) က,အဖွဲ့မှ ရှာဖွေနေသည့် သက်ရောက်မှုသည် နဂါးငွေ့တန်း၏ အမှုန်အမွှားများနှင့် မစ်ကီဝေးကြယ်စု၏ အမှုန်အမွှားများကြားရှိ အတက်အကျဖြစ်သောအားကြောင့် ဖြစ်ပေါ်လာသည့် လှိုင်းအားဖြစ်နိုင်ပါသည်။
E-q4-emb8,mya_Mymr,97,drift,ဒေါက်တာ တိုနီ မော်လ်သည် ကွါဇူလီ-နတောဒေသတွင် အလွန်အမင်း ဆေးဝါးခံနိုင်ရည်ရှိသော အသက်ရှူလမ်းကြောင်းဆိုင်ရာ ရောဂါ (XDR-TB) ကို ရှာဖွေတွေ့ရှိခဲ့သည်။,ဒေါက်တာတွန် မော်လ်လ် (Dr. Tony Moll) သည် ကွါဇူလီ-နတောဒေသ (KwaZulu-Natal region) တွင် အလွန်အကျွံ ဆေးဝါးကို ခံနိုင်သော (Extremely Drug Resistant Tuberculosis - XDR- TB) ရောဂါကို ရှာဖ,ဒေါက်တာ တိုနီမော်လ် သည် ဆေးအလွန်ယဉ်ပါးသည့် အဆုတ်ရောင် တီဘီ (XDR-TB) ရောဂါကို တောင်အာဖရိက ကွာဇူလူ-နေတယ်လ် ဒေသတွင် တွေ့ရှိခဲ့သည်။
E-q4-emb8,mya_Mymr,122,rep,ဖြစ်စဉ်ဖြစ်ပြီးနောက် ဂျီးဘင်ကို ဆေးရုံသို့ သယ်ဆောင်သွားခဲ့သော်လည်း မကြာမီကွယ်လွန်ခဲ့သည်။,ဖြစ်စဉ်ဖြစ်ပြီးနောက် ဂျစ်ဘင်ကို ဆေးရုံသို့ သယ်ဆောင်သွားခဲ့သော်လည်း ချက်ချင်းပဲ ကွယ်လွန်ခဲ့သည်။,မတော်တဆမှုဖြစ်ပွားပြီးနောက် ဂစ်ဆင်ကို ဆေးရုံသို့ ပို့ဆောင်ခဲ့သော်လည်း များမကြာမီတွင် သေဆုံးသွားခဲ့သည်။
E-q4-emb8,mya_Mymr,128,rep,ဂေဟဗေဒပြောင်းလဲမှုကြောင့် ထိခိုက်ခံစားရသော နိုင်ငံများအား ရင်ဆိုင်နိုင်ရန် ကူညီရန် အမေရိကန်အဖွဲ့အစည်းအကြီး (UN) မှ ငွေကြေးအရင်းအမြစ်ကို အဆုံးသတ်ရန် မျှော်လင့်ထားသည်။,ဂလိုဘယ်ပူပြင်းမှုကြောင့် ထိခိုက်ခံစားရသော နိုင်ငံများအား ကိုင်တွယ်ဖြေရှင်းနိုင်ရန် ကမ္ဘာ့ပူပြင်းမှုဆိုင်ရာ လွှမ်းမိုးမှုများကို ဖြေရှင်းရန် အကူအညီပေးရန် နိုင်ငံများအား အကူအညီပေးရန်,ယူအင်န်သည် ကမ္ဘာကြီးပူနွေးမှု သက်ရောက်ခြင်းရှိသော နိုင်ငံများကို ထိုသက်ရောက်မှုများကို ရင်ဆိုင်ဖြေရှင်းနိုင်ဖို့ ရန်ပုံငွေ ပံ့ပိုးပေးရန် မျှော်လင့်ထားသည်။
E-q4-emb8,mya_Mymr,138,rep,ဤမြေဆီလွှာသည် သဘာဝတောရိုင်းတိရစ္ဆာန်များ နေထိုင်ရာနေရာများအဖြစ် အသုံးပြုသော သဲသောင်ပြင်များနှင့် ကမ်းခြေများကို ဖန်တီးရန်အတွက် လိုအပ်ခဲ့သည်။,ဒီ သဲမှုန်တွေဟာ သဘာဝပတ်ဝန်းကျင်ကို ထိန်းသိမ်းရာမှာ အရေးကြီးတဲ့ အစိတ်အပိုင်းတစ်ခုဖြစ်ပါတယ်။ သဲမှုန်တွေဟာ သဘာဝပတ်ဝန်းကျင်ကို ထိန်းသိမ်းရာမှာ အရေးကြီးတဲ့ အစိတ်အပိုင်းတစ်ခုဖြစ်ပါတယ်။,တောရိုင်းတိရစ္ဆာန်များ၏ကျက်စားရာနေရာအဖြစ် လုပ်ဆောင်ပေးသော သောင်ခုံများနှင့် ကမ်းခြေများကိုဖန်တီးခြင်းအတွက် ဤနုန်းအနည်အနှစ်များကို လိုအပ်ပါသည်။
E-q4-emb8,mya_Mymr,151,drift,ဟိုတယ်များနှင့် ခရီးသွားလုပ်ငန်းများ ပြန်လည်ဖွင့်လှစ်ရန် အစိုးရ၏ ဆုံးဖြတ်ချက်သည် နိုင်ငံတွင်းရှိ ခရီးသွားလုပ်ငန်းနှင့် ဟိုတယ်လုပ်ငန်းများအတွက် အရေးကြီးသော အခွင့်အလမ်းတစ်ခုဖြစ်သည်။,"""Medecines Sans Frontiere"" အဖွဲ့၏ ပြောရေးဆိုခွင့်ရှိသူ Richard Veerman က ""အင်ဂိုလာသည် ယခင်ကထက် အကြီးမားဆုံး ကူးစက်ရောဂါဖြစ်ပွားမှုကို ရင်ဆိုင်နေရပြီး အင်ဂိုလာတွင် အခြေအနေမှာ အလွန်ဆ","""နယ်စည်းမခြားဆရာဝန်များအဖွဲ့၏ ပြောရေးဆိုခွင့်ရှိသူ ရစ်ချက်ဗားမန်းသည် """"အန်ဂိုလာမှာ သူတို့ရဲ့ အဆိုးရွားဆုံး ကူးစက်မှု ဖြစ်လာတော့မည်ဖြစ်ပြီး အန်ဂိုလာမှာ အခြေအနေ ဆိုးရွားနေဆဲပါ"""" ဟု သ"
E-q4-emb8,mya_Mymr,157,rep,"အင်္ဂလိပ်စကားစုကို မြန်မာဘာသာသို့ ဘာသာပြန်ထားပါသည်။

**မြန်မာဘာသာပြန်ချက်:**
""အင်္ဂါနေ့တွင် ဖြတ်တောက်ရန် စီစဉ်ထားသော်လည်း အရေးပေါ်တရားရုံး၏ ဆုံးဖြတ်ချက်အရ ကယ်တင်ခံရသည်။""

**မှတ်ချက",အင်္ဂါနေ့တွင် ဖြတ်တောက်ရန် စီစဉ်ထားသော်လည်း အရေးပေါ်တရားရုံး၏ ဆုံးဖြတ်ချက်အရ ကယ်တင်ခံရသည်။,အင်္ဂါနေ့တွင် ဖြတ်တောက်ရန် စီစဉ်ထားခဲ့သော်လည်း အရေးပေါ် တရားရေး စည်းမျဉ်းတစ်ခုအရ ထိန်းသိမ်းနိုင်ခဲ့သည်။
E-q4-emb8,mya_Mymr,159,drift,အနီအောက်ရောင်ခြည်ပုံရိပ်များက ညနှင့် နေ့တိုင်း အပူချိန်ပြောင်းလဲမှုများက သူတို့သည် ချောင်းများဖြစ်နိုင်ကြောင်း ပြသသည်။,Infrared images show that the temperature variations from night and day show that they are likely caves.,အနီအောက်ရောင်ခြည်ပုံရိပ်များက နေ့နှင့် ညအချိန်အတွင်း အပူချိန်အပြောင်းအလဲများရှိသည်ကို ဖော်ပြပြီး ၎င်းတို့သည် ဂူများဖြစ်နိုင်ဖွယ်ရှိသည်ဟု ဖော်ပြနေသည်။
E-q4-emb8,mya_Mymr,161,drift,သူတို့၏ အပူချိန်အပြုအမူသည် ကမ္ဘာပေါ်ရှိ ကြီးမားသော ချိုင့်ဝှမ်းများကဲ့သို့ တည်ငြိမ်မှုမရှိသော်လည်း၊ မြေအောက်တွင် နက်ရှိုင်းသော ချိုင့်ဝှမ်းများဖြစ်သည်နှင့်အညီ ဤအရာများသည် ကိုက်ညီသည,"သူတို့၏ အပူဓာတ်အပြုအမူသည် ကမ္ဘာပေါ်ရှိ ကြီးမားသော ချိုင့်ဝှမ်းများကဲ့သို့ တည်ငြိမ်မှုမရှိသော်လည်း၊ မြေအောက်တွင် နက်ရှိုင်းသော ချိုင့်ဝှမ်းများဖြစ်သည်နှင့်လည်း ကိုက်ညီသည်"" ဟု အမေရိက","""၎င်းတို့၏အပူဆိုင်ရာအပြုအမူသည် မျှတသောတည်မြဲသည့်အပူချိန်ကို ထိန်းသိမ်းထားသည့် ကမ္ဘာပေါ်ရှိဂူကြီးများအတိုင်း တည်ငြိမ်မှု မရှိသော်လည်း ၎င်းသည် မြေပြင်ပေါ်ရှိ တွင်းနက်ကြီးများ ဖြစ်နေရ"
E-q4-emb8,mya_Mymr,172,rep,ရှေးဦးတွင် ပြဇာတ်သည် အရှေ့တောင်ဗာဂျီးနီးယားဒေသမှ အမျိုးသားအသံသရုပ်ဆောင်များကို ပါဝင်စေခဲ့သည်။,ဇာတ်ကားသည် မူလတွင် အရှေ့တောင်ဗားရှီးယားဒေသမှ အနုပညာရှင်များ၊ အနုပညာရှင်များ ပါဝင်ခဲ့သည်။,ရှိုးသည် မူရင်းက ဒေသခံမှ အရှေ့တက်ဆက်စ်ထိ အပျော်တမ်းအသံသရုပ်ဆောင်များနှင့် အားဖြည့်ထားခဲ့သည်။
E-q4-emb8,mya_Mymr,177,drift,နောက်ဆုံးရမှတ်သည် တစ်မှတ်သာရှိသော အနိုင်ရမှု၊ ၂၁ မှ ၂၀၊ All Blacks ၏ ၁၅ ပွဲအနိုင်ရမှုကို အဆုံးသတ်ခဲ့သည်။,"The final score was a one-point victory, 21 to 20, ending the All Blacks' 15 game winning streak.",နောက်ဆုံးရမှတ်မှာ ၂၁မှတ် နှင့် ၂၀မှတ် ဖြစ်ကာ တစ်မှတ်ဖြင့အနိုင်ရခဲ့ပြီး All Blacks ၏ ကစားပွဲ ၁၅ ပွဲကို အဆုံးသတ်အနိုင်ရခဲ့သည်။
E-q4-emb8,mya_Mymr,189,rep,"ပြင်သစ်အရုပ်ပြဇာတ်တွင် ကမီယယ် ဆင်တန်ဆန်မှ ရေးသားထားသော ဇာတ်လမ်းသည် ""ဆေးဝါးနှင့် ဂျပန်အပေါ် ချစ်ခင်မှုဖြင့် ဖြတ်သန်းသွားသော အနုပညာရှင်၏ ဘဝ"" ဖြစ်သည်။",ပြင်သစ်အရုပ်ပြဇာတ်တွင် ကမ္ဘာ့အဆင့်မြင့်အရုပ်ပြဇာတ်ဆရာတစ်ဦးဖြစ်သူ ကမ္ဘာ့အဆင့်မြင့်အရုပ်ပြဇာတ်ဆရာ ကမ္ဘာ့အဆင့်မြင့်အရုပ်ပြဇာတ်ဆရာ ကမ္ဘာ့အဆင့်မြင့်အရုပ်ပြဇာတ်ဆရာ ကမ္ဘာ့အဆင့်မြင့်အရုပ်ပ,"""ပြင်သစ်အော်ပရာတွင် ကမ်မီလ် စိန့်ဆင်းစ် တင်ဆက်ခဲ့သော ဇာတ်လမ်းမှာ အနုပညာရှင်တစ်ယောက်၏ """"မူးယစ်ဆေးနှင့် ဂျပန်နိုင်ငံအတွက် ဘဝကို မြှပ်နှံထားခဲ့သူ"""" ဟူ၍ ဖြစ်သည်။"""
E-q4-emb8,mya_Mymr,191,rep,ဟော့်ရုံးအမတ်ဟောင်း နီယွတ် ဂင်ဂရစ်၊ တက္ကဆက်ပြည်နယ်အုပ်ချုပ်ရေးမှူး ရီကီ ပီရာ၊ နှင့် ကွန်ဂရက်အမတ် မီလ်ရှ် ဘက်ဘော့မန်တို့သည် အသီးသီး စတုတ္ထ၊ ပဉ္စမ၊ နှင့် ဆဋ္ဌမ နေရာတွင် ပြီးဆုံးခဲ့သည,ဟော့်အက်စ်ဒီယံရဲ့ ဟော့်အက်စ်ဒီယံရဲ့ ဟော့်အက်စ်ဒီယံရဲ့ ဟော့်အက်စ်ဒီယံရဲ့ ဟော့်အက်စ်ဒီယံရဲ့ ဟော့်အက်စ်ဒီယံရဲ့ ဟော့်အက်စ်ဒီယံရဲ့ ဟော့်အက်စ်ဒီယံရဲ့ ဟော့်အက်စ်ဒီယံရဲ့ ဟော့်အက်စ်ဒီယံရဲ့ ,ယခင်အိမ်ဖြူတော် ပြောရေးဆိုခွင့်ရှိသူ နွက်ဂျင်ဝှစ်ရှီတက်စ်စာအုပ်ချုပ်ရေးမှူး ဝရစ်ခ်ပယ်ရီ နှင့် အထက်လွှတ်တော်အမတ် မီရှဲဘက်ရှ်မန်း တို့က စတုတ္ထ၊ ပဉ္စမနှင့် ဆဌမနေရာ အသီးသီး ရရှိခဲ့သည်။
